Price,Close,Close,Close,Close,Close,Close,Close,Close,Close,High,High,High,High,High,High,High,High,High,Low,Low,Low,Low,Low,Low,Low,Low,Low,Open,Open,Open,Open,Open,Open,Open,Open,Open,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume
Ticker,AAPL,JNJ,JPM,MCD,MSFT,NKE,NVDA,PFE,V,AAPL,JNJ,JPM,MCD,MSFT,NKE,NVDA,PFE,V,AAPL,JNJ,JPM,MCD,MSFT,NKE,NVDA,PFE,V,AAPL,JNJ,JPM,MCD,MSFT,NKE,NVDA,PFE,V,AAPL,JNJ,JPM,MCD,MSFT,NKE,NVDA,PFE,V
Date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-01-02,24.261051177978516,77.44416809082031,46.7209358215332,71.09455871582031,39.93306350708008,41.64569091796875,0.4830382764339447,19.01799964904785,61.46247482299805,24.729274281755732,78.20735209398983,47.07233153368684,72.42100496777796,40.496703728795694,42.48710574838104,0.48663769261777423,19.29115940506533,61.86369269749285,23.821675325324954,77.1551977573214,46.40691941577844,70.93447087645376,39.74518560501054,41.24251339633186,0.4753595600489612,18.95122718288865,60.87572668051462,24.71817827354724,77.83687672765734,46.489161875668394,71.75777893375482,39.84766475684424,42.31181349965914,0.4830382764339447,18.9815790804399,61.08213565036356,212818400,5753600,12600000,6019700,27913900,4985800,113680000,16371571,8389600
2015-01-05,23.577573776245117,76.90326690673828,45.270469665527344,70.30934143066406,39.56584548950195,40.97519302368164,0.4748796820640564,18.9148006439209,60.10575866699219,24.110149898969926,77.59976231098521,46.56391133001956,71.4147119911837,39.90744374141825,41.43534358754508,0.48447807824539446,19.066556432595135,61.10995326690674,23.391173064448488,76.82176188483683,45.031220505163176,70.30171654087042,39.49752388446663,40.81304399736623,0.47272006080162515,18.82374741478109,60.03617952112222,24.030263395910563,77.41452465266462,46.39942931481605,71.12503015598,39.60000303426618,41.41781369198511,0.4830383116668458,19.030135873133403,61.107631838786986,257142000,8079300,20100600,6211900,39673900,6889200,197952000,24786391,12751200
2015-01-06,23.579795837402344,76.52540588378906,44.09667205810547,70.43892669677734,38.98511505126953,40.73415756225586,0.4604821503162384,19.0726318359375,59.71846389770508,23.839426153600677,77.79243120860355,45.42002116516689,71.51380338022989,39.92451407944966,41.26004435242005,0.4760794982915834,19.339720473297366,60.479149290660246,23.21808699514755,76.27348529835527,43.62564881781128,70.04251390213439,38.891174496900994,40.348509924257115,0.46000223763807563,18.89052533666654,59.106204836576204,23.641929414645055,77.31081200661981,45.33777869520229,70.64475216685598,39.608534880189445,41.14610171302833,0.47559958561342064,18.98157858630202,60.249554354463726,263188400,7428000,29074100,6484100,36447900,7576000,197764000,29468681,11070000
2015-01-07,23.91044044494629,78.21473693847656,44.163963317871094,71.66627502441406,39.48042678833008,41.57558059692383,0.4592823088169098,19.333650588989258,60.518585205078125,24.0102977556781,78.41479674930665,44.77703994949423,71.69676876495517,39.67684643311755,41.76402280022272,0.46792085058958915,19.34579159176283,60.56264988567409,23.677437795887663,76.91807349770339,43.86490029421653,70.78959888613781,38.84846849775337,40.799898577780525,0.4578425423196665,19.169754983651558,59.70687783466526,23.788391115817806,76.99217307386503,44.77703994949423,71.09453047546255,39.26692674950648,41.02340057320149,0.46384152171586324,19.254738342094782,59.936472797487816,160423600,7931700,23843200,6400300,29114100,7256000,321808000,20248816,9346800
2015-01-08,24.829126358032227,78.82972717285156,45.150856018066406,71.93311309814453,40.64187240600586,42.53531265258789,0.4765593707561493,19.728221893310547,61.33026123046875,24.886822541149925,78.9038210959448,45.53216142052673,72.40575751741717,40.77851231696727,42.55284254637671,0.4794389037929278,19.81320527936133,61.485641169977555,24.121243847243377,78.35551928145,44.83684248858206,71.69679379655238,39.898893093762695,41.904253193617194,0.46432144116601226,19.558255121208976,60.90817191497151,24.238855753255983,78.58521213894026,44.83684248858206,71.83401276885165,39.924512059020316,41.92178308740602,0.4645614117875406,19.631097500542083,61.04036588919696,237458000,9916000,16971100,5476700,29645200,5978200,283780000,49169522,10443200
2015-01-09,24.855756759643555,77.75537872314453,44.365821838378906,71.05643463134766,40.30027389526367,42.06639099121094,0.47847914695739746,19.81926727294922,60.42116928100586,25.13092044767605,78.91126016162043,45.44992152406587,71.63580425524181,40.838295008597264,42.50462822349957,0.48207856398340476,19.84961794715969,61.3349203100436,24.456324234263423,77.61459626225108,44.32843968068125,70.72863408552325,40.05261627855695,41.89547873809715,0.47176028285117777,19.67965124280384,60.24491058174203,25.00221422360769,78.91126016162043,45.39758593287399,71.63580425524181,40.65895572340363,42.478335059477374,0.4782392048925945,19.716073028115474,61.13546855916206,214798000,7364800,15396200,4283300,23944200,4689000,209540000,26083022,10523600
2015-01-12,24.243295669555664,77.48861694335938,43.98452377319336,70.90396118164062,39.79641342163086,42.00944137573242,0.47248008847236633,19.89211082458496,60.30289840698242,24.993339356300723,78.40739412631874,44.41068668917808,71.51381864933163,40.599175803615054,42.298676348275876,0.47991883475915276,19.95888328813963,60.76209541643609,24.1434383783279,77.28115167491738,43.56583614868376,70.59140464928022,39.591455170136825,41.73335299146554,0.46816081735763204,19.794987684986864,60.09881792475193,24.98668242928727,77.92577509429006,44.320966079019954,71.30036824483541,40.49669342011537,42.03135458518425,0.47967886412845967,19.831408252174192,60.539457659213106,198603200,6839000,15455200,3989600,23651900,5630800,190732000,24867865,6425600
2015-01-13,24.45854377746582,77.62199401855469,43.99198532104492,70.76673889160156,39.59144592285156,41.63694381713867,0.4717601239681244,19.69179344177246,60.479164123535156,25.03106316625113,78.78528634802889,44.63496856592195,71.99408447558014,40.915145451898624,42.70624099235788,0.48567776022827586,20.171340469134165,61.645703440730784,24.16784669635183,77.23669650324827,43.64058683789697,70.45418237400179,39.3352465394476,41.47041143528254,0.46840070734912326,19.4975459421749,60.09186058546768,24.72705053894741,78.12584070187502,44.30599880226847,71.62054046926524,40.1123865151657,42.21979712317525,0.4760793943392592,19.95888329609764,60.76673822142376,268367600,10151100,21644700,5971200,35270600,6182200,236720000,35989568,10284000
2015-01-14,24.365339279174805,77.05885314941406,42.474266052246094,69.78331756591797,39.24984359741211,41.06721115112305,0.473679780960083,19.716081619262695,59.268550872802734,24.518453643730982,77.3774620952866,43.99200423484236,70.17210542560686,39.488965839363,41.35644933293038,0.47511954721900335,19.86176760366707,59.97357866596174,24.07686009393188,76.69578898183961,41.322877088584434,69.46314206550846,38.959483434705334,40.716623366990106,0.46552118177389556,19.503624366564928,58.934590711702484,24.19668983120144,76.95512053010708,43.99200423484236,69.71470520663857,39.24984359741211,40.92259206021938,0.466720977454534,19.552185954591597,59.51902453239112,195826400,8887700,49602300,7745500,29719600,6750400,155260000,32301727,12225200
2015-01-15,23.704063415527344,75.94003295898438,41.113521575927734,69.66138458251953,38.83992004394531,40.67280960083008,0.4703204929828644,19.667516708374023,58.704994201660156,24.4230403397773,77.00700373799407,42.32472104866943,70.40084212368711,39.608521355651625,41.49231469365957,0.47991886105014137,19.892114930294372,59.71151043812547,23.668559239188266,75.53991891685574,40.74716962166376,69.34883378178958,38.7801403038961,40.56763356727247,0.47008052233902514,19.576463441126542,58.52641759881531,24.409726485276778,76.29569176965595,41.66678430023389,70.11116018446316,39.47188148443178,41.47040148757073,0.4770393563510369,19.80713155544361,59.535251725117995,240056000,10834800,42458100,5737500,32750800,4235000,188932000,27009593,10569200
2015-01-16,23.519880294799805,77.08850860595703,41.816322326660156,69.74522399902344,39.488990783691406,40.751686096191406,0.47895896434783936,19.91031837463379,59.127071380615234,23.872712672689556,77.51826135250911,41.8686579208952,69.89769273215067,39.52314833318797,40.81303905147343,0.4794388769586448,19.92245815488286,59.161860955581965,23.34457387588783,75.57696855646708,40.851847200769875,69.1734793359931,38.575207107388295,40.33097868419238,0.46816077327507777,19.58252600305326,58.326960699056634,23.75066336426571,75.62142378783281,40.8668006351336,69.40980441831844,38.69476993276486,40.65527335403814,0.46960053971288307,19.600736893750575,58.419725821442746,314053200,14092300,29368900,6927000,35695300,8770000,181512000,25146648,11137200
2015-01-20,24.125690460205078,75.0509033203125,41.65182876586914,69.21922302246094,39.6170654296875,41.023399353027344,0.48039868474006653,20.092432022094727,59.56541061401367,24.181167120868533,75.61402748196625,42.160234020534,70.04253091888322,39.839107287381495,41.146105278319105,0.4849578684084209,20.098501914388674,60.226373805996516,23.633057442631475,74.28772494035063,41.43500829065831,68.78469731020648,38.91678558511772,40.58954530474983,0.4743996775611341,19.75249974877164,58.967065844340404,23.930411531141193,75.24355210116879,41.898556103607405,69.8595742547991,39.54020528783219,40.948899804598156,0.48231833499929233,20.013518540976865,59.4216235704826,199599600,20460000,23477700,6967300,36161900,9403800,140308000,44449393,14933200
2015-01-21,24.30986976623535,75.50286865234375,41.786415100097656,68.8685531616211,39.2156867980957,40.979583740234375,0.4871174991130829,19.813196182250977,59.667449951171875,24.644947527863252,75.65105651385389,42.18267112507708,68.9600344087712,39.40356788063736,41.25128881180851,0.48831732338700723,20.3352348249338,60.21245489610252,24.02582788373049,74.39144273200407,41.26305631015302,68.25869562888428,38.83992789076454,40.76046502135908,0.47439965930549016,19.76463461832566,59.02272265478259,24.176724446024636,74.50999189061126,41.45744810314078,68.73134001502785,39.232767192667865,40.80428809643688,0.47775910434063107,19.98316165598959,59.40770472061601,194303600,11702900,21842400,8682200,39081100,5854000,144780000,35027793,9784000
